SalesOrderID,ProductID,UnitPrice,LineTotal
43683,775,2024.994,8099.976000
43683,777,2024.994,12149.964000
43683,772,2039.994,2039.994000
43683,707,20.1865,60.559500
43683,778,2024.994,10124.970000
43683,709,5.7,34.200000
43684,754,874.794,1749.588000
43684,762,419.4589,838.917800
43684,760,419.4589,419.458900
43684,758,874.794,1749.588000
43684,770,419.4589,419.458900
43684,763,419.4589,419.458900
43685,765,419.4589,1258.376700
43685,763,419.4589,419.458900
43685,754,874.794,874.794000
43685,725,183.9382,183.938200
43686,758,874.794,2624.382000
43686,762,419.4589,419.458900
43686,770,419.4589,419.458900
43687,768,419.4589,419.458900
43687,765,419.4589,838.917800
43688,725,183.9382,183.938200
43688,760,419.4589,838.917800
43688,762,419.4589,1258.376700
43688,738,178.5808,178.580800
43688,763,419.4589,419.458900
43688,729,183.9382,367.876400
43688,754,874.794,1749.588000
43688,758,874.794,1749.588000
43688,765,419.4589,1258.376700
43688,770,419.4589,419.458900
43688,753,2146.962,4293.924000
43689,764,419.4589,1258.376700
43689,738,178.5808,357.161600
43689,725,183.9382,367.876400
43689,753,2146.962,2146.962000
43689,755,874.794,1749.588000
43689,766,419.4589,1677.835600
43689,770,419.4589,838.917800
43689,760,419.4589,2936.212300
43689,726,183.9382,551.814600
43689,722,178.5808,178.580800
43689,763,419.4589,2516.753400
43689,729,183.9382,367.876400
43689,730,183.9382,367.876400
43689,732,356.898,713.796000
43689,765,419.4589,2097.294500
43689,768,419.4589,838.917800
43689,761,419.4589,838.917800
43689,758,874.794,2624.382000
43689,749,2146.962,4293.924000
43689,762,419.4589,3775.130100
43689,754,874.794,3499.176000
43690,715,28.8404,28.840400
43690,770,419.4589,419.458900
43690,712,5.1865,10.373000
43690,760,419.4589,838.917800
43691,758,874.794,874.794000
43692,770,419.4589,2097.294500
43692,725,183.9382,183.938200
43692,754,874.794,6998.352000
43692,730,183.9382,367.876400
43692,715,28.8404,288.404000
43692,768,419.4589,419.458900
43692,756,874.794,3499.176000
43692,738,178.5808,357.161600
43692,758,874.794,6998.352000
43692,708,20.1865,60.559500
43692,762,419.4589,2516.753400
43692,732,356.898,1070.694000
43692,712,5.1865,31.119000
43692,714,28.8404,115.361600
43692,760,419.4589,2936.212300
43692,755,874.794,1749.588000
43692,716,28.8404,115.361600
43692,765,419.4589,838.917800
43692,764,419.4589,419.458900
43692,753,2146.962,4293.924000
43692,766,419.4589,419.458900
43692,722,178.5808,178.580800
43692,761,419.4589,1258.376700
43692,711,20.1865,60.559500
43692,763,419.4589,419.458900
43692,729,183.9382,367.876400
43692,707,20.1865,80.746000
43692,726,183.9382,367.876400
43693,716,28.8404,86.521200
43693,773,2039.994,2039.994000
43693,709,5.7,34.200000
43693,707,20.1865,40.373000
43693,771,2039.994,6119.982000
43693,708,20.1865,40.373000
43693,774,2039.994,2039.994000
43693,777,2024.994,6074.982000
43693,772,2039.994,2039.994000
43693,778,2024.994,2024.994000
43694,776,2024.994,6074.982000
43694,771,2039.994,6119.982000
43694,715,28.8404,57.680800
43694,772,2039.994,2039.994000
43694,716,28.8404,86.521200
43694,707,20.1865,20.186500
43694,708,20.1865,20.186500
43694,774,2039.994,2039.994000
43694,773,2039.994,4079.988000
43694,712,5.1865,5.186500
43694,711,20.1865,100.932500
43695,774,2039.994,4079.988000
43695,748,722.5949,1445.189800
43695,747,714.7043,714.704300
43695,742,722.5949,722.594900
43695,777,2024.994,10124.970000
43695,778,2024.994,12149.964000
43695,709,5.7,11.400000
43695,775,2024.994,10124.970000
43696,762,419.4589,419.458900
43697,749,3578.27,3578.270000
43698,773,3399.99,3399.990000
43699,773,3399.99,3399.990000
43700,767,699.0982,699.098200
43701,773,3399.99,3399.990000
43702,750,3578.27,3578.270000
43703,749,3578.27,3578.270000
43704,778,3374.99,3374.990000
43705,771,3399.99,3399.990000
43706,751,3578.27,3578.270000
43707,751,3578.27,3578.270000
43708,764,699.0982,699.098200
43709,752,3578.27,3578.270000
43710,753,3578.27,3578.270000
43711,753,3578.27,3578.270000
43712,750,3578.27,3578.270000
43713,749,3578.27,3578.270000
43714,750,3578.27,3578.270000
43715,753,3578.27,3578.270000
43716,750,3578.27,3578.270000
43717,767,699.0982,699.098200
43718,750,3578.27,3578.270000
43719,751,3578.27,3578.270000
43720,750,3578.27,3578.270000
43721,749,3578.27,3578.270000
43722,751,3578.27,3578.270000
43723,765,699.0982,699.098200
43724,750,3578.27,3578.270000
43725,750,3578.27,3578.270000
43726,765,699.0982,699.098200
43727,750,3578.27,3578.270000
43728,752,3578.27,3578.270000
43729,773,3399.99,3399.990000
43730,773,3399.99,3399.990000
43731,753,3578.27,3578.270000
43732,777,3374.99,3374.990000
43733,751,3578.27,3578.270000
43734,751,3578.27,3578.270000
43735,749,3578.27,3578.270000
43736,773,3399.99,3399.990000
43737,750,3578.27,3578.270000
43738,751,3578.27,3578.270000
43739,749,3578.27,3578.270000
43740,751,3578.27,3578.270000
43741,749,3578.27,3578.270000
43742,753,3578.27,3578.270000
43743,774,3399.99,3399.990000
43744,752,3578.27,3578.270000
43745,750,3578.27,3578.270000
43746,751,3578.27,3578.270000
43747,753,3578.27,3578.270000
43748,752,3578.27,3578.270000
43749,753,3578.27,3578.270000
43750,750,3578.27,3578.270000
43751,752,3578.27,3578.270000
43752,750,3578.27,3578.270000
43753,749,3578.27,3578.270000
43754,751,3578.27,3578.270000
43755,750,3578.27,3578.270000
43756,765,699.0982,699.098200
43757,777,3374.99,3374.990000
43758,749,3578.27,3578.270000
43759,749,3578.27,3578.270000
43760,753,3578.27,3578.270000
43761,749,3578.27,3578.270000
43762,753,3578.27,3578.270000
43763,752,3578.27,3578.270000
43764,749,3578.27,3578.270000
43765,773,3399.99,3399.990000
43766,752,3578.27,3578.270000
43767,777,3374.99,3374.990000
43768,751,3578.27,3578.270000
43769,751,3578.27,3578.270000
43770,751,3578.27,3578.270000
43771,764,699.0982,699.098200
43772,751,3578.27,3578.270000
43773,753,3578.27,3578.270000
43774,752,3578.27,3578.270000
43775,774,3399.99,3399.990000
43776,753,3578.27,3578.270000
43777,750,3578.27,3578.270000
43778,772,3399.99,3399.990000
43779,762,699.0982,699.098200
43780,750,3578.27,3578.270000
43781,751,3578.27,3578.270000
43782,751,3578.27,3578.270000
43783,751,3578.27,3578.270000
43784,749,3578.27,3578.270000
43785,750,3578.27,3578.270000
43786,750,3578.27,3578.270000
43787,771,3399.99,3399.990000
43788,778,3374.99,3374.990000
43789,778,3374.99,3374.990000
43790,771,3399.99,3399.990000
43791,753,3578.27,3578.270000
43792,751,3578.27,3578.270000
43793,771,3399.99,3399.990000
43794,774,3399.99,3399.990000
43795,751,3578.27,3578.270000
43796,770,699.0982,699.098200
43797,751,3578.27,3578.270000
43798,749,3578.27,3578.270000
43799,751,3578.27,3578.270000
43800,750,3578.27,3578.270000
43801,750,3578.27,3578.270000
43802,751,3578.27,3578.270000
43803,753,3578.27,3578.270000
43804,749,3578.27,3578.270000
43805,763,699.0982,699.098200
43806,751,3578.27,3578.270000
43807,751,3578.27,3578.270000
43808,752,3578.27,3578.270000
43809,749,3578.27,3578.270000
43810,772,3399.99,3399.990000
43811,773,3399.99,3399.990000
43812,751,3578.27,3578.270000
43813,777,3374.99,3374.990000
43814,777,3374.99,3374.990000
43815,750,3578.27,3578.270000
43816,753,3578.27,3578.270000
43817,749,3578.27,3578.270000
43818,751,3578.27,3578.270000
43819,773,3399.99,3399.990000
43820,751,3578.27,3578.270000
43821,749,3578.27,3578.270000
43822,752,3578.27,3578.270000
43823,770,699.0982,699.098200
43824,768,699.0982,699.098200
43825,752,3578.27,3578.270000
43826,775,3374.99,3374.990000
43827,768,699.0982,699.098200
43828,749,3578.27,3578.270000
43829,749,3578.27,3578.270000
43830,750,3578.27,3578.270000
43831,776,3374.99,3374.990000
43832,749,3578.27,3578.270000
43833,749,3578.27,3578.270000
43834,775,3374.99,3374.990000
43835,775,3374.99,3374.990000
43836,761,699.0982,699.098200
43837,777,3374.99,3374.990000
43838,752,3578.27,3578.270000
43839,750,3578.27,3578.270000
43840,762,699.0982,699.098200
43841,753,3578.27,3578.270000
43842,751,3578.27,3578.270000
43843,774,2039.994,4079.988000
43843,778,2024.994,4049.988000
43843,742,722.5949,1445.189800
43843,777,2024.994,10124.970000
43843,748,722.5949,1445.189800
43843,741,818.7,818.700000
43843,745,809.76,809.760000
43843,771,2039.994,4079.988000
43843,709,5.7,11.400000
43843,776,2024.994,6074.982000
43844,775,2024.994,8099.976000
43844,776,2024.994,4049.988000
43844,777,2024.994,6074.982000
43844,778,2024.994,2024.994000
43845,725,183.9382,183.938200
43845,715,28.8404,86.521200
43845,770,419.4589,419.458900
43845,763,419.4589,838.917800
43845,761,419.4589,838.917800
43845,754,874.794,874.794000
43845,765,419.4589,838.917800
43845,753,2146.962,4293.924000
43845,729,183.9382,183.938200
43845,712,5.1865,20.746000
43846,729,183.9382,551.814600
43846,712,5.1865,5.186500
43846,738,178.5808,178.580800
43846,725,183.9382,183.938200
43847,715,28.8404,28.840400
43847,712,5.1865,5.186500
43847,758,874.794,874.794000
43848,773,2039.994,2039.994000
43848,778,2024.994,2024.994000
43848,775,2024.994,2024.994000
43848,776,2024.994,8099.976000
43848,771,2039.994,4079.988000
43849,776,2024.994,4049.988000
43849,714,28.8404,28.840400
43849,777,2024.994,4049.988000
43849,771,2039.994,4079.988000
43849,711,20.1865,20.186500
43849,773,2039.994,2039.994000
43849,715,28.8404,115.361600
43849,772,2039.994,2039.994000
43849,707,20.1865,20.186500
43849,774,2039.994,4079.988000
43849,708,20.1865,20.186500
43850,765,419.4589,419.458900
43850,755,874.794,874.794000
43850,761,419.4589,419.458900
43850,762,419.4589,838.917800
43850,753,2146.962,2146.962000
43850,725,183.9382,551.814600
43850,729,183.9382,183.938200
43850,758,874.794,2624.382000
43850,756,874.794,874.794000
43850,732,356.898,1070.694000
43850,738,178.5808,178.580800
43851,761,419.4589,838.917800
43851,760,419.4589,419.458900
43851,711,20.1865,20.186500
43851,770,419.4589,1258.376700
43851,707,20.1865,20.186500
43851,725,183.9382,183.938200
43851,754,874.794,874.794000
43851,738,178.5808,535.742400
43851,753,2146.962,2146.962000
43851,765,419.4589,419.458900
43851,712,5.1865,5.186500
43851,708,20.1865,60.559500
43852,776,2024.994,2024.994000
43853,777,2024.994,4049.988000
43853,773,2039.994,2039.994000
43853,771,2039.994,2039.994000
43853,776,2024.994,8099.976000
43853,775,2024.994,4049.988000
43853,778,2024.994,6074.982000
43854,758,874.794,1749.588000
43855,765,419.4589,838.917800
43855,760,419.4589,838.917800
43855,753,2146.962,2146.962000
43855,761,419.4589,1677.835600
43855,738,178.5808,178.580800
43855,762,419.4589,1258.376700
43855,732,356.898,713.796000
43855,766,419.4589,419.458900
43855,726,183.9382,183.938200
43855,770,419.4589,838.917800
43855,725,183.9382,183.938200
43855,755,874.794,874.794000
43855,768,419.4589,838.917800
43856,709,5.7,11.400000
43856,777,2024.994,2024.994000
43857,760,419.4589,419.458900
43857,765,419.4589,419.458900
43857,762,419.4589,838.917800
43857,758,874.794,2624.382000
43857,715,28.8404,28.840400
43857,712,5.1865,15.559500
43857,716,28.8404,28.840400
43857,725,183.9382,183.938200
43857,711,20.1865,40.373000
43857,708,20.1865,20.186500
43857,738,178.5808,357.161600
43857,763,419.4589,419.458900
43857,754,874.794,1749.588000
43857,707,20.1865,40.373000
43858,762,419.4589,838.917800
43858,761,419.4589,838.917800
43858,770,419.4589,2097.294500
43858,765,419.4589,419.458900
43858,738,178.5808,357.161600
43858,763,419.4589,1258.376700
43858,754,874.794,1749.588000
43858,722,178.5808,178.580800
43858,753,2146.962,4293.924000
43858,726,183.9382,183.938200
43858,766,419.4589,419.458900
43858,729,183.9382,183.938200
43858,756,874.794,874.794000
43859,715,28.8404,28.840400
43859,762,419.4589,419.458900
43859,758,874.794,2624.382000
43859,760,419.4589,838.917800
43860,761,419.4589,838.917800
43860,770,419.4589,419.458900
43860,758,874.794,1749.588000
43860,765,419.4589,838.917800
43860,732,356.898,356.898000
43860,762,419.4589,419.458900
43860,738,178.5808,178.580800
43860,768,419.4589,419.458900
43860,753,2146.962,4293.924000
43860,729,183.9382,183.938200
43860,763,419.4589,419.458900
43860,756,874.794,874.794000
43861,732,356.898,356.898000
43861,764,419.4589,1258.376700
43861,770,419.4589,2097.294500
43861,768,419.4589,838.917800
43861,725,183.9382,183.938200
43861,715,28.8404,259.563600
43861,765,419.4589,1677.835600
43861,753,2146.962,2146.962000
43861,733,356.898,713.796000
43861,730,183.9382,367.876400
43861,766,419.4589,838.917800
43861,711,20.1865,80.746000
43861,754,874.794,2624.382000
43861,756,874.794,1749.588000
43861,729,183.9382,367.876400
43861,760,419.4589,1677.835600
43861,755,874.794,1749.588000
43861,716,28.8404,173.042400
43861,763,419.4589,838.917800
43861,758,874.794,1749.588000
43861,712,5.1865,46.678500
43861,761,419.4589,838.917800
43861,707,20.1865,80.746000
43861,738,178.5808,178.580800
43861,714,28.8404,86.521200
43861,722,178.5808,357.161600
43861,708,20.1865,60.559500
43862,771,2039.994,8159.976000
43862,741,818.7,818.700000
43862,777,2024.994,6074.982000
43862,773,2039.994,8159.976000
43862,747,714.7043,1429.408600
43862,748,722.5949,1445.189800
43862,774,2039.994,4079.988000
43862,745,809.76,809.760000
43862,709,5.7,22.800000
43863,758,874.794,874.794000
43863,712,5.1865,5.186500
43863,760,419.4589,419.458900
43863,762,419.4589,419.458900
43864,772,2039.994,10199.970000
43864,747,714.7043,714.704300
43864,741,818.7,1637.400000
43864,778,2024.994,4049.988000
43864,776,2024.994,8099.976000
43864,748,722.5949,722.594900
43864,771,2039.994,4079.988000
43864,773,2039.994,8159.976000
43864,745,809.76,809.760000
43865,758,874.794,874.794000
43865,770,419.4589,838.917800
43865,753,2146.962,2146.962000
43865,760,419.4589,1677.835600
43865,725,183.9382,183.938200
43865,729,183.9382,735.752800
43865,762,419.4589,419.458900
43865,763,419.4589,838.917800
43865,715,28.8404,144.202000
43865,738,178.5808,178.580800
43865,712,5.1865,15.559500
43865,765,419.4589,1258.376700
43865,761,419.4589,1258.376700
43865,754,874.794,2624.382000
43866,771,2039.994,2039.994000
43866,777,2024.994,2024.994000
43866,709,5.7,11.400000
43867,708,20.1865,20.186500
43867,774,2039.994,2039.994000
43867,776,2024.994,4049.988000
43867,715,28.8404,57.680800
43867,773,2039.994,4079.988000
43867,709,5.7,11.400000
43867,714,28.8404,86.521200
43867,771,2039.994,8159.976000
43867,711,20.1865,40.373000
43867,707,20.1865,20.186500
43867,778,2024.994,4049.988000
43867,712,5.1865,20.746000
43867,743,714.7043,1429.408600
43867,748,722.5949,722.594900
43867,742,722.5949,2167.784700
43867,741,818.7,1637.400000
43867,777,2024.994,4049.988000
43867,716,28.8404,28.840400
43868,749,2146.962,2146.962000
43869,747,714.7043,714.704300
43869,775,2024.994,10124.970000
43869,777,2024.994,4049.988000
43869,745,809.76,1619.520000
43869,771,2039.994,10199.970000
43869,772,2039.994,8159.976000
43869,743,714.7043,714.704300
43869,774,2039.994,2039.994000
43869,778,2024.994,10124.970000
43869,742,722.5949,1445.189800
43870,760,419.4589,1258.376700
43870,762,419.4589,838.917800
43870,715,28.8404,86.521200
43870,770,419.4589,1258.376700
43870,758,874.794,874.794000
43871,712,5.1865,5.186500
43871,761,419.4589,419.458900
43871,729,183.9382,367.876400
43871,707,20.1865,40.373000
43871,758,874.794,874.794000
43871,725,183.9382,183.938200
43871,762,419.4589,419.458900
43871,715,28.8404,57.680800
43871,754,874.794,2624.382000
43871,753,2146.962,2146.962000
43871,708,20.1865,80.746000
43871,760,419.4589,838.917800
43871,770,419.4589,1258.376700
43871,711,20.1865,80.746000
43872,763,419.4589,419.458900
43872,708,20.1865,20.186500
43872,758,874.794,2624.382000
43872,756,874.794,1749.588000
43872,765,419.4589,419.458900
43872,711,20.1865,40.373000
43872,707,20.1865,80.746000
43872,725,183.9382,367.876400
43872,732,356.898,356.898000
43872,738,178.5808,178.580800
43872,753,2146.962,2146.962000
43872,754,874.794,1749.588000
43872,755,874.794,874.794000
43872,716,28.8404,115.361600
43872,760,419.4589,419.458900
43872,712,5.1865,20.746000
43873,770,419.4589,2516.753400
43873,764,419.4589,838.917800
43873,749,2146.962,4293.924000
43873,726,183.9382,919.691000
43873,729,183.9382,919.691000
43873,755,874.794,874.794000
43873,738,178.5808,178.580800
43873,766,419.4589,1258.376700
43873,722,178.5808,535.742400
43873,758,874.794,4373.970000
43873,760,419.4589,2097.294500
43873,733,356.898,1070.694000
43873,768,419.4589,838.917800
43873,756,874.794,874.794000
43873,707,20.1865,100.932500
43873,765,419.4589,419.458900
43873,711,20.1865,40.373000
43873,754,874.794,5248.764000
43873,730,183.9382,551.814600
43873,761,419.4589,2516.753400
43873,763,419.4589,2097.294500
43873,716,28.8404,28.840400
43873,715,28.8404,144.202000
43873,714,28.8404,28.840400
43873,762,419.4589,1677.835600
43873,725,183.9382,367.876400
43873,753,2146.962,4293.924000
43873,732,356.898,2141.388000
43874,763,419.4589,419.458900
43875,778,2024.994,12149.964000
43875,747,714.7043,1429.408600
43875,741,818.7,818.700000
43875,709,5.7,11.400000
43875,715,28.8404,57.680800
43875,774,2039.994,14279.958000
43875,771,2039.994,12239.964000
43875,707,20.1865,40.373000
43875,748,722.5949,3612.974500
43875,773,1971.9942,23190.651792
43875,745,809.76,809.760000
43875,775,1957.4942,24938.476108
43875,772,2039.994,4079.988000
43875,776,2024.994,16199.952000
43875,743,714.7043,1429.408600
43875,712,5.1865,10.373000
43875,777,2024.994,4049.988000
43875,716,28.8404,86.521200
43875,708,20.1865,100.932500
43875,742,722.5949,2167.784700
43875,714,28.8404,57.680800
43876,762,419.4589,838.917800
43876,758,874.794,874.794000
43876,763,419.4589,1258.376700
43876,754,874.794,1749.588000
43876,725,183.9382,367.876400
43876,761,419.4589,838.917800
43876,770,419.4589,838.917800
43876,729,183.9382,367.876400
43877,715,28.8404,115.361600
43877,708,20.1865,40.373000
43877,709,5.7,28.500000
43877,771,2039.994,6119.982000
43877,775,2024.994,4049.988000
43877,774,2039.994,8159.976000
43877,778,2024.994,2024.994000
43877,716,28.8404,28.840400
43877,711,20.1865,20.186500
43877,707,20.1865,40.373000
43878,772,2039.994,2039.994000
43878,771,2039.994,2039.994000
43879,762,419.4589,1258.376700
43879,763,419.4589,838.917800
43879,760,419.4589,1258.376700
43879,764,419.4589,838.917800
43879,715,28.8404,57.680800
43879,725,183.9382,735.752800
43879,714,28.8404,115.361600
43879,770,419.4589,1677.835600
43879,730,183.9382,551.814600
43879,754,874.794,1749.588000
43879,726,183.9382,367.876400
43879,716,28.8404,28.840400
43879,766,419.4589,838.917800
43879,765,419.4589,1258.376700
43879,729,183.9382,551.814600
43879,768,419.4589,419.458900
43879,708,20.1865,100.932500
43879,758,874.794,2624.382000
43879,756,874.794,874.794000
43879,738,178.5808,535.742400
43879,755,874.794,1749.588000
43879,707,20.1865,80.746000
43879,711,20.1865,100.932500
43879,722,178.5808,892.904000
43879,753,2146.962,2146.962000
43879,712,5.0136,63.873264
43880,760,419.4589,1258.376700
43880,755,874.794,1749.588000
43880,762,419.4589,1258.376700
43880,770,419.4589,1258.376700
43880,766,419.4589,419.458900
43880,738,178.5808,178.580800
43880,732,356.898,356.898000
43880,753,2146.962,4293.924000
43880,756,874.794,1749.588000
43880,725,183.9382,367.876400
43880,758,874.794,1749.588000
43880,764,419.4589,419.458900
43880,768,419.4589,419.458900
43881,776,2024.994,4049.988000
43881,778,2024.994,4049.988000
43881,772,2039.994,10199.970000
43881,774,2039.994,6119.982000
43881,777,2024.994,6074.982000
43881,714,28.8404,57.680800
43881,773,2039.994,8159.976000
43881,709,5.225,104.238750
43882,778,2024.994,2024.994000
43883,726,183.9382,367.876400
43883,732,356.898,356.898000
43883,763,419.4589,838.917800
43883,768,419.4589,419.458900
43883,770,419.4589,838.917800
43883,712,5.1865,10.373000
43883,760,419.4589,838.917800
43883,722,178.5808,178.580800
43883,725,183.9382,183.938200
43883,738,178.5808,535.742400
43883,749,2146.962,2146.962000
43883,762,419.4589,1258.376700
43883,758,874.794,2624.382000
43883,754,874.794,1749.588000
43883,761,419.4589,838.917800
43883,753,2146.962,4293.924000
43883,765,419.4589,838.917800
43884,747,714.7043,2144.112900
43884,708,20.1865,80.746000
43884,745,809.76,2429.280000
43884,715,28.8404,288.404000
43884,777,2024.994,20249.940000
43884,776,2024.994,10124.970000
43884,773,2039.994,10199.970000
43884,741,818.7,2456.100000
43884,711,20.1865,100.932500
43884,778,2024.994,8099.976000
43884,716,28.8404,173.042400
