SalesOrderID,SalesOrderDetailID,LineTotal,ProductID,OrderQty
44306,2510,1258.376700,760,3
44306,2513,1258.376700,770,3
44306,2519,2516.753400,763,6
44306,2521,2097.294500,761,5
44306,2522,1749.588000,755,2
44306,2524,1677.835600,765,4
44307,2527,1749.588000,754,2
44307,2531,1677.835600,763,4
44307,2532,1677.835600,765,4
44309,2545,2146.962000,749,1
44309,2549,1258.376700,768,3
44309,2550,2097.294500,766,5
44309,2554,1749.588000,756,2
44309,2555,2624.382000,754,3
44309,2557,2146.962000,750,1
44311,2563,1749.588000,754,2
44311,2564,2146.962000,753,1
44311,2567,1258.376700,769,3
44313,2574,1258.376700,766,3
44313,2575,2146.962000,750,1
44313,2576,1749.588000,758,2
44313,2578,1749.588000,755,2
44313,2584,2146.962000,749,1
44313,2591,2097.294500,764,5
44313,2592,1258.376700,761,3
44314,2598,1677.835600,765,4
44314,2599,1677.835600,766,4
44314,2600,1258.376700,760,3
44314,2602,1516.151800,717,2
44314,2607,1749.588000,755,2
44314,2608,2624.382000,756,3
44314,2615,1677.835600,761,4
44314,2617,2624.382000,758,3
44316,2628,1258.376700,762,3
44317,2631,2624.382000,758,3
44317,2633,1258.376700,762,3
44317,2634,2146.962000,753,1
44317,2636,1677.835600,764,4
44317,2639,1070.694000,733,3
44317,2641,2097.294500,761,5
44317,2651,1749.588000,756,2
44317,2652,2516.753400,763,6
44317,2655,1070.694000,732,3
44481,2843,2039.994000,772,1
44483,2848,1749.588000,758,2
44484,2854,2039.994000,771,1
44484,2855,2024.994000,777,1
44487,2862,1619.520000,745,2
44487,2863,1637.400000,741,2
44488,2875,1749.588000,755,2
44488,2878,1258.376700,760,3
44488,2879,2146.962000,751,1
44488,2880,1258.376700,763,3
44488,2881,1749.588000,754,2
44488,2889,2146.962000,753,1
44488,2891,1749.588000,756,2
44488,2892,2146.962000,749,1
44489,2894,2039.994000,774,1
44491,2908,1749.588000,758,2
44492,2911,1445.189800,748,2
44492,2924,1637.400000,741,2
44492,2927,2858.817200,743,4
44493,2935,1258.376700,765,3
44494,2939,2624.382000,756,3
44494,2942,2146.962000,751,1
44494,2950,1749.588000,755,2
44494,2951,2146.962000,750,1
44494,2956,1749.588000,757,2
44494,2957,1258.376700,766,3
44494,2958,1258.376700,763,3
44494,2959,2146.962000,753,1
44495,2965,2039.994000,772,1
44495,2966,2024.994000,778,1
44496,2969,2146.962000,752,1
44496,2970,2146.962000,751,1
44496,2974,2146.962000,749,1
44496,2979,1749.588000,757,2
44496,2980,1258.376700,764,3
44496,2983,1258.376700,767,3
44496,2985,1749.588000,758,2
44498,2994,2516.753400,761,6
44498,2996,2146.962000,749,1
44498,3001,2146.962000,753,1
44498,3002,2624.382000,758,3
44499,3004,2039.994000,772,1
44500,3008,1677.835600,760,4
44500,3010,1677.835600,761,4
44501,3014,1258.376700,768,3
44501,3021,2146.962000,749,1
44501,3022,1749.588000,756,2
44501,3023,2146.962000,753,1
44501,3027,1258.376700,759,3
44501,3028,1749.588000,754,2
44501,3030,1677.835600,760,4
44502,3035,1749.588000,754,2
44502,3038,2516.753400,770,6
44502,3042,1258.376700,768,3
44502,3043,1258.376700,762,3
44502,3044,1258.376700,760,3
44502,3045,2146.962000,749,1
44502,3046,2146.962000,753,1
44503,3048,1749.588000,758,2
44504,3052,1258.376700,769,3
44504,3055,2146.962000,749,1
44504,3061,2146.962000,750,1
44504,3062,1677.835600,761,4
44504,3063,1258.376700,766,3
44504,3069,1749.588000,757,2
44504,3075,1749.588000,755,2
44506,3086,2516.753400,765,6
44506,3089,1427.592000,733,4
44506,3092,1258.376700,768,3
44506,3096,2097.294500,770,5
44506,3097,1749.588000,756,2
44506,3100,1258.376700,762,3
44506,3103,1749.588000,755,2
44506,3106,2146.962000,749,1
44506,3107,1258.376700,761,3
44506,3108,2624.382000,758,3
44506,3113,1258.376700,764,3
44507,3117,2167.784700,748,3
44508,3130,1677.835600,770,4
44508,3132,1677.835600,760,4
44509,3133,2097.294500,759,5
44509,3134,2516.753400,764,6
44509,3135,1749.588000,756,2
44509,3140,1784.490000,732,5
44509,3141,1258.376700,770,3
44509,3143,1258.376700,761,3
44509,3148,1258.376700,766,3
44509,3151,2146.962000,751,1
44509,3152,2624.382000,757,3
44509,3156,1677.835600,769,4
44509,3157,2624.382000,758,3
44509,3159,1677.835600,763,4
44509,3160,1258.376700,760,3
44510,3165,1749.588000,758,2
44511,3167,2039.994000,774,1
44511,3168,2039.994000,772,1
44511,3170,2024.994000,777,1
44512,3172,1258.376700,770,3
44513,3187,2144.112900,743,3
44515,3202,1677.835600,763,4
44515,3203,1258.376700,761,3
44515,3205,1258.376700,762,3
44517,3217,2146.962000,751,1
44517,3218,2146.962000,749,1
44517,3230,1677.835600,766,4
44517,3233,2146.962000,750,1
44518,3245,2167.784700,742,3
44518,3250,1619.520000,745,2
44518,3251,1637.400000,741,2
44518,3252,1445.189800,748,2
44518,3254,1429.408600,747,2
44519,3255,2146.962000,752,1
44520,3258,1749.588000,755,2
44520,3263,1516.151800,717,2
44520,3266,2516.753400,763,6
44520,3275,2097.294500,762,5
44520,3276,1250.065600,738,7
44520,3277,1677.835600,761,4
44520,3288,2516.753400,760,6
44521,3302,1677.835600,765,4
44521,3307,2146.962000,753,1
44522,3322,2146.962000,750,1
44522,3325,2146.962000,749,1
44522,3332,2624.382000,754,3
44522,3335,1749.588000,758,2
44522,3337,1677.835600,768,4
44523,3339,1429.408600,743,2
44523,3342,1445.189800,748,2
44524,3356,2024.994000,778,1
44524,3357,2039.994000,772,1
44525,3359,1677.835600,770,4
44525,3362,1749.588000,758,2
44525,3368,1749.588000,756,2
44525,3372,1677.835600,765,4
44525,3377,2097.294500,761,5
44525,3380,1070.694000,733,3
44525,3382,1258.376700,763,3
44526,3387,1749.588000,756,2
44526,3397,1749.588000,755,2
44527,3399,2039.994000,771,1
44527,3401,2024.994000,777,1
44527,3402,2039.994000,774,1
44528,3414,1637.400000,741,2
44530,3417,2144.112900,743,3
44530,3420,2167.784700,742,3
44530,3423,1445.189800,748,2
44530,3430,1619.520000,745,2
44530,3433,2456.100000,741,3
44531,3439,1258.376700,770,3
44531,3449,1258.376700,762,3
44531,3450,2624.382000,758,3
44531,3455,2624.382000,755,3
44531,3456,1677.835600,760,4
44532,3458,2146.962000,749,1
44533,3461,2936.212300,761,7
44533,3470,2097.294500,770,5
44533,3475,1677.835600,763,4
44533,3476,2624.382000,758,3
44534,3483,1619.520000,745,2
44534,3486,2167.784700,748,3
44535,3492,1677.835600,761,4
44535,3494,1258.376700,770,3
44535,3500,1258.376700,763,3
44535,3501,1749.588000,755,2
44535,3503,2097.294500,760,5
44538,3508,1258.376700,759,3
44538,3510,2624.382000,755,3
44538,3512,1427.592000,732,4
44538,3515,1258.376700,764,3
44538,3516,2146.962000,752,1
44538,3518,2624.382000,756,3
44538,3520,1258.376700,766,3
44538,3521,2097.294500,770,5
44538,3530,2097.294500,769,5
44538,3533,1258.376700,763,3
44538,3535,1071.484800,738,6
44538,3536,1258.376700,767,3
44538,3537,1258.376700,760,3
44538,3542,2624.382000,757,3
44539,3543,1445.189800,748,2
44540,3549,2144.112900,747,3
44542,3574,2039.994000,771,1
44544,3582,1637.400000,741,2
44545,3597,1258.376700,760,3
44545,3598,1258.376700,762,3
44545,3599,1677.835600,761,4
44545,3600,1749.588000,758,2
44545,3601,2624.382000,754,3
44546,3602,1749.588000,758,2
44547,3606,1677.835600,768,4
44547,3608,1677.835600,765,4
44547,3614,2624.382000,756,3
44547,3617,2097.294500,762,5
44547,3622,1677.835600,764,4
44547,3623,2097.294500,760,5
44547,3626,2936.212300,761,7
44547,3627,1070.694000,733,3
44547,3628,2516.753400,770,6
44550,3652,1070.694000,732,3
44550,3655,1258.376700,769,3
44550,3657,2624.382000,755,3
44550,3659,2146.962000,751,1
44550,3660,2097.294500,767,5
44550,3664,1749.588000,757,2
44552,3692,1619.520000,745,2
44552,3693,2167.784700,742,3
44552,3696,1445.189800,739,2
44552,3697,1429.408600,743,2
44555,3702,1258.376700,765,3
44555,3704,2146.962000,753,1
44555,3706,1749.588000,754,2
44555,3720,1749.588000,757,2
44555,3721,2097.294500,763,5
44557,3740,1749.588000,755,2
44557,3743,2146.962000,750,1
44557,3744,1677.835600,760,4
44557,3746,2146.962000,752,1
44557,3747,1749.588000,757,2
44557,3756,1258.376700,762,3
44559,3764,1258.376700,762,3
44559,3766,1749.588000,756,2
44559,3767,1258.376700,760,3
44559,3769,2624.382000,754,3
44559,3770,1677.835600,765,4
44559,3778,1749.588000,758,2
44561,3786,1619.520000,745,2
44561,3787,1637.400000,741,2
44561,3788,1445.189800,748,2
44562,3794,1677.835600,763,4
44562,3798,2097.294500,762,5
44562,3802,1749.588000,756,2
44562,3806,1749.588000,754,2
44563,3816,2097.294500,763,5
44563,3817,1677.835600,767,4
44563,3819,1749.588000,757,2
44563,3820,1749.588000,755,2
44563,3821,2146.962000,751,1
44563,3823,2516.753400,759,6
44563,3825,1258.376700,766,3
44563,3827,1749.588000,756,2
44563,3829,2516.753400,761,6
44563,3830,2624.382000,754,3
44563,3834,1070.694000,732,3
44563,3837,2624.382000,758,3
44564,3849,2146.962000,752,1
44564,3850,2146.962000,749,1
44564,3854,1749.588000,754,2
44564,3860,2146.962000,750,1
44564,3862,1258.376700,764,3
44569,3898,1429.408600,747,2
44569,3904,1429.408600,743,2
44569,3909,1445.189800,748,2
44570,3922,1258.376700,768,3
44570,3923,1258.376700,764,3
44570,3926,2624.382000,755,3
44570,3927,1427.592000,732,4
44570,3941,1677.835600,759,4
44740,4119,1749.588000,754,2
44741,4123,2039.994000,773,1
44741,4124,2039.994000,774,1
44742,4127,2624.382000,754,3
44742,4128,1677.835600,766,4
44742,4131,1258.376700,768,3
44742,4133,2624.382000,758,3
44742,4136,2516.753400,770,6
44742,4141,2097.294500,760,5
44742,4147,2146.962000,749,1
44742,4151,1258.376700,764,3
44743,4155,1445.189800,742,2
44743,4157,1429.408600,747,2
44744,4165,1258.376700,762,3
44744,4168,1258.376700,759,3
44744,4172,1749.588000,754,2
44744,4173,2146.962000,753,1
44744,4174,2146.962000,752,1
44744,4177,1749.588000,758,2
44744,4179,2146.962000,750,1
44745,4185,1637.400000,741,2
44745,4187,1429.408600,743,2
44746,4201,2024.994000,776,1
44746,4204,2024.994000,775,1
44746,4206,2039.994000,774,1
44749,4218,2624.382000,754,3
44749,4223,1258.376700,768,3
44749,4227,2624.382000,758,3
44749,4229,1258.376700,765,3
44749,4230,2146.962000,752,1
44749,4233,1258.376700,762,3
44749,4234,1677.835600,761,4
44749,4239,1677.835600,767,4
44749,4241,1749.588000,755,2
44749,4243,1258.376700,770,3
44749,4249,1258.376700,764,3
44750,4252,2456.100000,741,3
44750,4258,2429.280000,745,3
44750,4260,1445.189800,742,2
44750,4266,2167.784700,748,3
44750,4273,2858.817200,743,4
44752,4279,1677.835600,763,4
44752,4283,1258.376700,770,3
44752,4285,1677.835600,762,4
44753,4288,1516.151800,717,2
44754,4289,2624.382000,758,3
44754,4298,1749.588000,754,2
44755,4306,2146.962000,751,1
44755,4318,1677.835600,762,4
44755,4320,2146.962000,752,1
44755,4326,2146.962000,750,1
44756,4328,1427.592000,732,4
44756,4329,1677.835600,760,4
44756,4332,2146.962000,749,1
44756,4335,1749.588000,754,2
44756,4339,1258.376700,770,3
44756,4343,2516.753400,763,6
44758,4364,2146.962000,752,1
44758,4365,1258.376700,768,3
44758,4367,2146.962000,750,1
44758,4371,1677.835600,763,4
44758,4372,2146.962000,751,1
44758,4373,2146.962000,753,1
44758,4380,1749.588000,756,2
44759,4381,2024.994000,777,1
44759,4383,2024.994000,775,1
44759,4384,2039.994000,774,1
44760,4386,2146.962000,750,1
44760,4388,2146.962000,751,1
44761,4391,2167.784700,748,3
44761,4395,2456.100000,741,3
44761,4398,2144.112900,743,3
44762,4406,1429.408600,743,2
44762,4411,2167.784700,748,3
44762,4414,1445.189800,742,2
44762,4420,2144.112900,747,3
44763,4426,1516.151800,718,2
44766,4445,2039.994000,771,1
44766,4447,2039.994000,773,1
44767,4451,2024.994000,777,1
44767,4457,2039.994000,771,1
44768,4460,1258.376700,765,3
44768,4463,2516.753400,762,6
44768,4465,1677.835600,764,4
44768,4466,1258.376700,760,3
44768,4467,1258.376700,761,3
44768,4468,2624.382000,756,3
44770,4493,2624.382000,754,3
44771,4495,1258.376700,766,3
44771,4497,1258.376700,759,3
44771,4500,1749.588000,757,2
44771,4501,1258.376700,768,3
44771,4502,1258.376700,769,3
44771,4503,1258.376700,765,3
44771,4504,1258.376700,767,3
44771,4505,1258.376700,762,3
44771,4506,1749.588000,755,2
44771,4508,1677.835600,761,4
44771,4513,1258.376700,764,3
44771,4516,2624.382000,758,3
44771,4524,2624.382000,756,3
44772,4528,2624.382000,758,3
44772,4532,1258.376700,765,3
44772,4533,2624.382000,755,3
44772,4539,1258.376700,770,3
44772,4541,2146.962000,750,1
44772,4543,1258.376700,762,3
44772,4545,1749.588000,754,2
44772,4548,1258.376700,764,3
44772,4550,1258.376700,760,3
44772,4553,1258.376700,761,3
44772,4556,2097.294500,768,5
44772,4557,1258.376700,767,3
44772,4558,1258.376700,763,3
44773,4569,1749.588000,756,2
44773,4574,2097.294500,762,5
44773,4578,1677.835600,763,4
44773,4579,2146.962000,749,1
44775,4593,1749.588000,758,2
44776,4606,1445.189800,742,2
44777,4621,2890.379600,748,4
44777,4625,2144.112900,743,3
